participant_id,language_proficiency,preferred_medium,team_role,interaction_frequency,time_in_team,change_in_medium_preference,collaboration_effectiveness
4585,1,Voice,Team Member,9,6,1,3.600190534981904
4586,4,Voice,Team Member,13,20,0,7.568046151455094
4587,1,Voice,Team Member,14,13,1,3.0540308348005683
4588,5,Video,Team Member,11,23,0,1.059905484499587
4589,2,Text,Team Member,14,15,0,8.330565967356204
4590,2,Text,Team Member,16,31,0,7.625815268701597
4591,1,Text,Manager,10,4,0,8.206290338183035
4592,5,Voice,Manager,20,11,0,2.996945317
4593,2,Text,Team Member,16,2,0,7.036616256009704
4594,5,Video,Team Member,34,16,1,2.199228477
4595,2,Voice,Team Member,16,31,0,0.11311536261484623
4596,5,Video,Manager,14,4,0,8.664887756
4597,3,Video,Team Member,28,28,0,5.235254871
4598,5,Voice,Manager,18,16,0,9.836533374820885
4599,5,Video,Manager,26,25,0,3.850356949037468
4600,1,Text,Team Member,38,13,0,9.568730069894704
4601,3,Video,Team Member,7,5,1,6.150572634725594
4602,4,Voice,Team Member,45,30,0,5.122050718368634
4603,1,Text,Team Member,34,1,0,3.0280960317974737
4604,4,Video,Team Member,47,5,0,8.252763412727408
4605,2,Voice,Team Member,49,14,0,8.287947463711232
4606,4,Video,Team Member,45,11,0,4.169295322035113
4607,5,Voice,Team Member,7,34,0,7.272931419439783
4608,4,Video,Team Member,33,29,0,4.472379358
4609,1,Voice,Manager,35,18,0,7.3965929446667635
4610,1,Text,Team Member,39,15,1,9.941901567
4611,4,Video,Manager,21,25,0,2.6249631376411164
4612,1,Text,Manager,49,30,1,6.340524572
4613,1,Text,Team Member,28,2,0,3.7987796510656335
4614,4,Video,Team Member,32,27,1,5.483715636485033
4615,3,Text,Manager,44,15,1,8.741472802966623
4616,3,Text,Manager,16,32,1,3.475758694446548
4617,2,Text,Team Member,10,20,0,0.7238830214123637
4618,1,Text,Team Member,23,14,0,7.989371852429591
4619,4,Video,Team Member,48,27,0,5.550248552032347
4620,1,Text,Team Member,15,3,0,4.494009471420669
4621,5,Video,Team Member,43,3,0,1.8333304689592755
4622,1,Text,Team Member,6,13,0,0.9285273170458452
4623,1,Text,Team Member,33,25,0,2.7873555962455363
4624,3,Text,Manager,39,18,0,7.189042633475521
4625,4,Video,Team Member,12,1,0,4.117709286401636
4626,1,Text,Team Member,36,5,0,5.702275873856214
4627,3,Video,Manager,31,2,0,0.8204555366298083
4628,2,Text,Team Member,10,30,0,1.2324304352941995
4629,3,Text,Manager,34,17,1,0.11305830893589386
4630,3,Text,Manager,41,29,0,6.732844505490652
4631,3,Video,Team Member,10,4,1,2.6445452248842005
4632,1,Voice,Team Member,11,9,0,9.669265858
4633,1,Text,Team Member,14,21,1,3.084558103271955
4634,2,Text,Team Member,3,12,0,3.6361803886601116
4635,5,Voice,Team Member,33,12,1,4.694898314477096
4636,5,Video,Team Member,7,4,0,3.191407487921929
4637,5,Video,Team Member,4,28,1,8.174432218771624
4638,2,Text,Manager,39,9,0,8.762068099979826
4639,5,Video,Team Member,48,32,0,0.11036079208309513
4640,5,Video,Team Member,10,13,0,6.546616285613826
4641,3,Voice,Manager,15,34,0,6.860882798989821
4642,1,Text,Manager,16,19,0,9.614248765980811
4643,1,Voice,Manager,38,14,1,3.7039919726798676
4644,3,Text,Team Member,4,5,0,1.9527996834769212
4645,3,Text,Team Member,4,27,0,5.205810695421839
4646,3,Video,Team Member,36,28,0,4.475556846
4647,1,Text,Team Member,27,26,0,7.917314656040576
4648,5,Voice,Team Member,22,10,0,9.039754412355403
4649,3,Voice,Team Member,22,24,1,0.8670802763642993
4650,2,Text,Team Member,17,17,0,8.465794786489088
4651,3,Video,Team Member,45,16,0,9.089708782214917
4652,4,Video,Team Member,34,17,0,9.241358782643573
4653,3,Text,Team Member,32,1,0,7.643098588512048
4654,1,Text,Team Member,6,21,0,7.420825609040779
4655,3,Voice,Team Member,33,22,0,0.14896775002422924
4656,4,Voice,Team Member,8,5,0,9.201916224898284
4657,2,Text,Team Member,36,21,1,3.5150521380877664
4658,5,Video,Team Member,5,9,0,0.41121896617392295
4659,3,Voice,Team Member,5,27,1,4.129793101065179
4660,4,Video,Team Member,47,12,0,7.3285263327054935
4661,4,Voice,Team Member,10,18,0,4.419552016250963
4662,2,Text,Team Member,40,35,0,7.580110894721658
4663,1,Text,Manager,7,15,0,5.094094269112358
4664,3,Voice,Team Member,12,30,0,2.9942714812695206
4665,4,Video,Team Member,30,33,0,2.0291234415353268
4666,2,Text,Team Member,25,30,1,4.211032953536923
4667,5,Voice,Team Member,28,26,0,0.35803451713935175
4668,4,Video,Team Member,43,21,1,4.2254390499840735
4669,2,Text,Team Member,13,31,0,0.6862009676462433
4670,1,Voice,Manager,47,17,0,8.770047077407988
4671,1,Text,Team Member,49,17,0,5.754810318475125
4672,4,Video,Team Member,22,34,0,6.460429629302596
4673,4,Video,Team Member,18,24,0,2.8886399044361033
4674,3,Text,Team Member,27,33,0,2.2582107649954564
4675,2,Text,Team Member,8,4,0,7.079052491734066
4676,4,Video,Team Member,6,9,0,6.715654830218243
4677,3,Voice,Team Member,11,2,0,1.2267845635396502
4678,3,Text,Team Member,29,35,0,2.386413831016708
4679,4,Voice,Team Member,41,15,1,9.465757864702102
4680,1,Text,Team Member,5,3,0,3.0417742553154783
4681,2,Text,Manager,7,31,1,0.2583151031938169
4682,2,Text,Manager,22,23,0,0.6378205082608179
4683,1,Text,Manager,47,12,0,7.754947969499334
4684,4,Voice,Team Member,4,8,0,7.571556845655051
4685,2,Text,Team Member,32,21,0,3.818272694338647
4686,4,Video,Team Member,19,21,1,1.5320077644443952
4687,4,Voice,Team Member,45,32,0,4.981052169182471
4688,3,Voice,Team Member,33,17,0,3.3188865522046527
4689,1,Text,Team Member,1,24,0,3.7396834789717603
4690,4,Video,Team Member,46,8,0,2.609853540879632
4691,5,Video,Team Member,41,18,1,0.628579127
4692,1,Text,Team Member,44,11,1,7.911592768422003
4693,2,Text,Team Member,41,10,0,6.182208248298526
4694,3,Voice,Team Member,8,26,0,8.346351237695881
4695,2,Text,Team Member,32,6,1,5.032019773835925
4696,2,Text,Manager,30,17,0,9.849866391051034
4697,1,Text,Team Member,46,23,1,9.625249094046053
4698,2,Text,Team Member,28,28,0,2.7178348709654223
4699,4,Video,Team Member,41,16,0,3.8697692353459114
4700,2,Text,Team Member,32,12,1,7.527094129707596
4701,3,Text,Team Member,25,21,0,7.766034619777757
4702,3,Voice,Manager,34,24,0,9.106991362402235
4703,5,Video,Team Member,33,28,0,6.526338336022535
4704,3,Text,Manager,13,21,0,4.751209769132069
4705,2,Text,Team Member,25,33,0,3.7765154965465264
4706,3,Voice,Manager,42,2,0,4.191785513970223
4707,1,Text,Team Member,40,19,0,8.504051510573424
4708,3,Voice,Team Member,39,28,0,9.800088436073946
4709,4,Video,Team Member,44,15,0,0.5190918491996499
4710,1,Voice,Manager,49,1,1,5.802446630404407
4711,5,Video,Team Member,44,28,1,5.2005397206100845
4712,4,Voice,Team Member,48,35,0,3.761422748480503
4713,2,Text,Team Member,10,32,0,8.515764430261742
4714,2,Voice,Team Member,31,28,0,5.757430169
4715,2,Text,Team Member,44,9,1,3.1311606223352797
4716,4,Video,Manager,11,24,0,4.441040383371002
4717,4,Video,Team Member,25,4,1,3.5680355738388823
4718,4,Video,Team Member,46,3,0,4.300856077161117
4719,1,Text,Team Member,45,22,0,0.7126579034395464
4720,1,Text,Team Member,34,25,0,1.119158162169217
4721,2,Text,Team Member,20,22,0,6.236916833036098
4722,3,Text,Manager,7,34,0,6.840683773964384
4723,2,Text,Team Member,33,20,0,6.366204152669645
4724,5,Video,Manager,35,27,0,7.630753973972057
4725,1,Text,Manager,29,32,0,9.435340214777405
4726,4,Video,Team Member,12,29,0,8.606183068926551
4727,1,Text,Team Member,5,32,0,4.185095793712435
4728,4,Voice,Team Member,12,24,1,2.1754313692127534
4729,5,Voice,Team Member,29,3,0,3.118522116012513
4730,5,Video,Manager,35,27,1,5.877414879452921
4731,1,Text,Team Member,20,9,0,8.562083344575669
4732,4,Video,Team Member,37,23,0,7.0172412350754705
4733,5,Video,Team Member,1,7,0,5.430131047690676
4734,2,Text,Team Member,16,17,1,6.018783595600344
4735,2,Text,Team Member,30,7,0,5.282612137283044
4736,4,Video,Team Member,9,30,0,9.716275113296298
4737,1,Text,Team Member,42,13,1,8.160914522555604
4738,5,Video,Team Member,10,18,0,7.812772154011487
4739,1,Text,Manager,13,31,0,5.173289869
4740,2,Text,Team Member,48,22,0,3.3180945756954126
4741,5,Video,Team Member,20,14,1,0.19514094337760524
4742,1,Text,Team Member,29,18,0,0.43430024359719877
4743,3,Text,Team Member,4,35,1,0.30237925162444834
4744,4,Voice,Team Member,46,17,0,9.804767667777254
4745,4,Voice,Team Member,49,19,1,1.1448233846789047
4746,3,Video,Manager,28,31,0,1.4211885297580806
4747,2,Text,Team Member,37,15,0,4.841499875
4748,5,Video,Team Member,13,29,0,4.814011668931589
4749,4,Video,Manager,3,16,1,9.199737672850691
4750,3,Voice,Team Member,37,33,0,0.7353273167292307
4751,3,Voice,Team Member,48,25,0,9.572391651566987
4752,2,Voice,Manager,19,16,0,2.163902383410089
4753,2,Text,Team Member,28,30,0,9.701538093048331
4754,1,Text,Team Member,19,34,1,5.413240988026158
4755,4,Video,Manager,17,2,0,6.5201274593103005
4756,1,Text,Team Member,18,18,0,3.1572877266064725
4757,3,Text,Team Member,18,5,0,6.118239510995952
4758,5,Video,Team Member,23,6,1,7.108297798993978
4759,5,Video,Team Member,40,12,1,0.10370167292305554
4760,2,Text,Team Member,9,12,1,0.3422842518170399
4761,5,Voice,Manager,29,12,0,9.864770119382992
4762,5,Voice,Team Member,42,9,1,4.575571048928154
4763,5,Video,Team Member,29,22,0,9.358175254365547
4764,3,Text,Team Member,2,16,0,7.2989761681666865
4765,5,Video,Manager,17,4,1,3.7296830796738534
4766,5,Video,Team Member,45,3,0,1.5084200465852982
4767,5,Voice,Team Member,31,16,1,9.781517330502119
4768,1,Text,Team Member,28,14,0,5.8449625709838715
4769,3,Text,Manager,43,4,0,1.923566233684999
4770,2,Text,Team Member,48,2,0,6.8165298029474695
4771,1,Text,Manager,39,10,0,0.9204850983033785
4772,4,Video,Team Member,30,11,0,8.680372797401596
4773,3,Voice,Manager,35,26,0,0.9013734725533895
4774,3,Video,Team Member,48,26,1,2.3619435829116897
4775,4,Video,Team Member,20,4,1,0.9143080542737536
4776,4,Video,Team Member,16,26,0,1.037872168494658
4777,4,Voice,Manager,34,28,0,5.238341536591826
4778,2,Text,Team Member,14,2,0,6.869898025593923
4779,5,Video,Team Member,26,2,0,7.884817833459535
4780,3,Text,Manager,20,16,0,6.950552896020934
4781,5,Video,Team Member,42,23,0,3.6348981203607087
4782,5,Video,Team Member,24,23,0,5.572877870470531
4783,4,Video,Team Member,43,13,1,9.276640744282306
4784,2,Text,Team Member,18,21,0,3.8757661575405566
4785,1,Text,Team Member,43,25,0,2.524043690281237
4786,2,Voice,Team Member,9,13,0,5.193193555609204
4787,5,Video,Team Member,19,15,0,2.973352118
4788,2,Text,Team Member,20,28,0,2.618170519618759
4789,4,Video,Team Member,42,3,0,7.788033012532631
4790,1,Text,Team Member,30,23,0,8.908358573975358
4791,4,Voice,Team Member,26,4,0,5.023166827489517
4792,1,Text,Manager,31,3,0,7.797828819673583
4793,5,Voice,Team Member,35,8,0,1.8708942619724123
4794,1,Text,Team Member,3,25,1,5.476430130358478
4795,1,Text,Team Member,40,12,0,6.361999427056659
4796,1,Text,Team Member,29,5,0,4.906641678
4797,2,Voice,Team Member,6,33,1,1.1688021634819623
4798,2,Text,Manager,1,25,0,7.341002318190774
4799,5,Video,Team Member,24,25,0,8.390781771894993
4800,1,Text,Team Member,38,35,0,6.352262549814589
4801,3,Video,Team Member,34,15,0,1.6916100161682734
4802,5,Video,Team Member,7,26,0,0.7455243984854298
4803,1,Voice,Team Member,11,10,0,3.016039081744789
4804,1,Voice,Team Member,11,24,1,0.3699011185041945
4805,2,Text,Team Member,36,35,0,8.392190104529337
4806,5,Video,Team Member,20,29,0,7.030604400702092
4807,1,Text,Team Member,16,5,0,5.636886610006293
4808,1,Voice,Team Member,5,24,0,8.896325034837318
4809,5,Video,Team Member,24,19,0,1.100934997700711
4810,3,Text,Team Member,30,9,1,7.144597498760332
4811,5,Voice,Team Member,30,26,0,1.4663220693317502
4812,5,Voice,Manager,39,25,0,0.6092542676868484
4813,3,Text,Team Member,48,35,0,1.329045073713655
4814,5,Voice,Team Member,47,14,0,9.509400907086178
4815,1,Voice,Team Member,37,6,1,4.404333846580391
4816,5,Video,Manager,33,32,0,0.48995696222835283
4817,3,Text,Team Member,20,26,0,5.836346482548337
4818,4,Video,Team Member,22,15,1,1.9971406613256448
4819,5,Voice,Team Member,41,31,0,0.068364103
4820,2,Text,Manager,21,19,0,7.583857944440096
4821,1,Text,Team Member,37,14,1,1.5486307891986417
4822,1,Text,Manager,27,11,1,9.424864724
4823,2,Text,Team Member,38,27,0,5.927998687865728
4824,2,Text,Manager,35,2,0,0.869958225
4825,5,Voice,Team Member,38,22,0,2.178244286721628
4826,2,Text,Team Member,40,2,0,6.108446372598441
4827,4,Voice,Team Member,6,20,0,3.381127280484769
4828,3,Text,Team Member,32,17,1,5.32143051
4829,2,Text,Team Member,16,4,0,7.995120465963701
4830,2,Text,Manager,28,14,0,7.926015082375532
4831,4,Voice,Manager,16,7,0,6.9798680398306265
4832,1,Text,Team Member,27,15,0,8.860543061299861
4833,1,Text,Team Member,3,30,0,1.9936069157789627
4834,5,Video,Team Member,49,16,1,1.7724148855101418
4835,4,Video,Team Member,21,2,0,7.993495162534305
4836,3,Text,Team Member,38,19,0,3.208893462278156
4837,3,Voice,Team Member,38,1,0,5.121824131124479
4838,4,Voice,Manager,30,31,1,7.4395214871954565
4839,3,Text,Manager,22,4,1,3.959323592943478
4840,1,Text,Team Member,19,27,1,1.3016230019421338
4841,3,Text,Team Member,31,25,0,6.794572017872916
4842,3,Text,Manager,20,22,1,8.171593868479574
4843,4,Video,Team Member,47,10,0,0.1279728358086918
4844,4,Voice,Team Member,19,33,0,5.6255211619774474
4845,3,Video,Team Member,2,30,1,4.694050923975636
4846,2,Text,Team Member,40,30,1,2.5959600652729087
4847,4,Video,Team Member,39,16,1,1.610285671199282
4848,5,Video,Team Member,27,9,0,1.8803731129111023
4849,5,Video,Team Member,8,17,0,7.249731842
4850,1,Voice,Team Member,45,35,1,5.361951341436198
4851,3,Voice,Manager,27,15,0,9.811543813349457
4852,2,Text,Team Member,15,28,0,2.432307982521534
4853,1,Text,Team Member,12,20,1,9.569041767877467
4854,3,Video,Manager,47,33,0,5.151095593383736
4855,4,Voice,Team Member,14,33,1,1.4602637764899762
4856,5,Video,Manager,7,13,1,1.4817904269929316
4857,2,Text,Team Member,17,4,0,6.0856799049015775
4858,5,Video,Team Member,26,23,0,8.314227466318924
4859,4,Voice,Team Member,37,8,0,7.477115252535143
4860,3,Text,Manager,20,13,1,6.5562734263559985
4861,4,Voice,Manager,10,24,0,1.7210806248823884
4862,4,Video,Team Member,19,30,0,1.0834000577093894
4863,5,Video,Team Member,18,30,0,0.002480237
4864,2,Voice,Manager,30,25,0,1.017938612339362
4865,4,Voice,Team Member,30,33,0,7.6636660748338405
4866,5,Voice,Team Member,25,9,1,8.952484159890377
4867,2,Text,Manager,24,26,1,2.403504588554185
4868,3,Text,Team Member,10,24,0,7.948942404500859
4869,3,Voice,Team Member,2,33,0,1.9884876560798104
4870,1,Text,Team Member,38,25,0,2.4927168335820147
4871,5,Voice,Team Member,32,15,0,2.2415809439220267
4872,2,Text,Team Member,35,6,0,0.51729909
4873,4,Video,Team Member,37,20,1,1.9406126810016477
4874,3,Voice,Team Member,7,16,0,3.735433446073093
4875,2,Text,Team Member,7,21,0,4.054697153882901
4876,5,Voice,Team Member,27,15,0,3.0946641389316243
4877,1,Text,Team Member,10,4,1,5.147252856438669
4878,3,Voice,Team Member,33,24,0,3.7799823249982345
4879,2,Text,Team Member,43,3,0,9.703646461740853
4880,2,Text,Team Member,7,1,0,8.073504543312648
4881,2,Text,Team Member,6,30,0,9.309773459429218
4882,5,Video,Team Member,6,13,0,5.574269462127032
4883,5,Video,Team Member,13,18,0,6.783396287213074
4884,5,Video,Team Member,48,11,0,1.6667637510119437
4885,4,Video,Team Member,13,29,1,7.527857572371326
4886,2,Text,Manager,2,4,1,2.3597111116527336
4887,3,Text,Team Member,19,25,0,1.4583292773417622
4888,5,Video,Team Member,19,28,1,0.41859348739161417
4889,5,Video,Team Member,38,8,0,4.722302496019654
4890,2,Text,Team Member,2,21,1,2.867892596293503
4891,5,Video,Team Member,26,35,0,9.867271726361885
4892,4,Video,Team Member,6,18,0,2.4983430201581305
4893,4,Video,Team Member,20,25,0,8.665432803
4894,5,Video,Manager,23,5,0,3.1643876913132774
4895,2,Text,Team Member,15,8,0,7.491268523124123
4896,2,Text,Team Member,6,23,0,6.598413100697052
4897,2,Voice,Team Member,28,3,0,5.617835546616822
4898,1,Text,Manager,35,31,1,4.168249434541014
4899,5,Video,Team Member,11,29,0,6.711050128
4900,2,Text,Team Member,8,20,1,4.072783502168585
4901,4,Voice,Team Member,49,3,1,5.4810023432731985
4902,3,Video,Team Member,24,23,0,5.898017368359689
4903,3,Video,Team Member,21,21,0,2.6735522003712395
4904,2,Text,Team Member,49,13,0,3.397364773053898
4905,3,Text,Team Member,36,8,1,0.18050063557803142
4906,3,Text,Team Member,7,5,0,8.521589933947842
4907,1,Text,Team Member,5,25,1,7.559831443006347
4908,4,Video,Manager,29,5,1,1.835304533029224
4909,4,Voice,Team Member,16,8,1,3.6204845000855865
4910,1,Voice,Manager,6,4,0,4.210694830090285
4911,1,Text,Team Member,14,22,0,3.3437869200008805
4912,3,Video,Team Member,2,14,1,7.982428066060897
4913,5,Voice,Team Member,25,19,1,7.254207061154853
4914,3,Voice,Team Member,31,13,0,7.6715873014119556
4915,1,Voice,Team Member,13,35,0,9.041300509343532
4916,4,Voice,Team Member,18,4,0,5.951512559003794
4917,3,Voice,Team Member,17,33,0,6.145343290280544
4918,5,Video,Manager,45,22,1,7.219341196472327
4919,3,Voice,Team Member,28,1,0,6.812325946506772
4920,2,Text,Team Member,12,11,0,8.698130183989617
4921,3,Voice,Team Member,35,16,0,7.701982058445448
4922,1,Text,Manager,22,4,1,1.2045861647880851
4923,4,Voice,Team Member,39,29,0,9.283586154477867
4924,4,Video,Team Member,1,24,0,6.830992903012024
4925,1,Voice,Team Member,37,9,0,1.2714592582635376
4926,2,Text,Team Member,21,8,0,7.719737357159326
4927,1,Text,Team Member,1,14,0,3.5841252973920454
4928,3,Video,Team Member,4,15,0,8.059779120365032
4929,1,Voice,Team Member,32,22,0,9.55405943
4930,1,Text,Team Member,1,15,0,2.552420361089297
4931,2,Text,Manager,13,6,1,8.574110460849093
4932,3,Text,Manager,46,1,0,7.7356137014393855
4933,5,Video,Team Member,47,20,0,6.711849002004672
4934,5,Video,Manager,17,2,0,3.8492054456091362
4935,4,Video,Team Member,12,6,0,1.098620954444599
4936,1,Text,Manager,7,2,0,4.838968279199269
4937,4,Video,Manager,3,3,1,1.0566662977749053
4938,2,Text,Manager,26,7,0,5.001472268783251
4939,5,Video,Team Member,31,20,1,8.202932707755696
4940,1,Text,Team Member,36,5,0,9.976381344009631
4941,2,Text,Team Member,26,25,0,1.9800871149310895
4942,2,Text,Team Member,3,18,1,2.0785804234702243
4943,1,Voice,Manager,44,1,0,8.108833319
4944,2,Text,Team Member,28,25,0,4.6905863229720985
4945,1,Text,Team Member,44,17,1,9.15804596
4946,1,Text,Manager,17,15,0,7.689962375812144
4947,3,Text,Team Member,38,5,0,7.364277647301922
4948,4,Voice,Team Member,47,17,0,1.019537086546568
4949,2,Text,Team Member,30,21,1,0.35875565174090074
4950,2,Text,Team Member,2,23,0,3.1676281965986144
4951,3,Text,Manager,8,10,0,2.172983608489536
4952,3,Text,Team Member,14,17,1,7.123088859285131
4953,3,Video,Manager,37,1,0,4.507337241660504
4954,5,Video,Team Member,35,7,0,5.231463746
4955,5,Voice,Team Member,42,12,1,8.137414829
4956,5,Video,Team Member,39,1,0,4.7850468176570935
4957,1,Text,Manager,11,20,0,5.449263208053992
4958,2,Text,Team Member,15,31,0,8.423202664
4959,4,Voice,Team Member,2,4,1,4.313358093075128
4960,1,Text,Team Member,37,26,0,0.831267079
4961,2,Text,Team Member,43,12,1,5.217052095929825
4962,2,Text,Team Member,32,22,0,5.7936168423284755
4963,3,Text,Team Member,40,1,0,5.117968043
4964,3,Voice,Team Member,13,1,0,2.580495172181174
4965,1,Text,Team Member,43,3,0,2.236900683
4966,3,Text,Team Member,17,12,0,3.697563719318415
4967,2,Text,Manager,15,21,1,1.662287385036798
4968,3,Video,Team Member,33,13,0,6.660236792738349
4969,5,Video,Team Member,16,13,0,6.146749012796443
4970,3,Video,Team Member,13,18,1,6.323956156787837
